,sentence,label
3822,시험을 쳤는데 성적이 나빠 부모님께 성적표를 보여드리기 부끄러워.,5
3823,에휴 유사 씹쓰레기 국가 수준 ㅋㅋㅋㅋ,6
3824,이제 정리가 다 되어가는군.,0
3825,ㄴㄴㄴ 일진 세키들이 오혼 존나게 함 ,6
3826,면접관이 나의 성적 지향을 물어봐서 솔직히 이야기했더니 나를 탈락시켜서 화가 나.,2
3827,형만 없었으면 엄마가 여기저기 내 자랑도 해주셨을 텐데!,4
3828,어버이날에 나에게 카네이션을 달아주는 아이들의 모습에 보람을 느껴.,0
3829,나 따돌림을 당하고 있는데 선생님이 관심이 없으셔.,4
3830,내 몸이 불편한 것도 싫지만 남한테 숨기는 동생의 행동이 상처야.,4
3831,복싱에선 여태 일본이 많이  쳐발렸다..,6
3832,도대체 어디 갔는지 모르겠어. 중요한 유에스비인데.,5
3833,우리 집이 불우한 것이 친구들 사이에선 놀림거리로 여겨지고 있어.,4
3834,아내가 화가 많이 났어. 큰일이네.,3
3835,나 지금 너무 충격적이야. 아빠가 술에 취해선 나보러 입양아라고 소리쳤어.,5
3836,내 친한 친구는 항상 반에서 따돌림을 받아. 그런데도 항상 웃는 내 친구가 너무 안쓰러워.,1
3837,백인찐따라 그런게 아닐까?,6
3838,내 몸은 멀쩡한데도 가족들이 나를 떠나서 곁에 아무도 없어 서글프다.,1
3839,지금 하기 싫은 공부도 언젠가는 도움이 된다고 생각해.,0
3840,팀장님이 새로 시작하시는 프로젝트에 참여하고 싶은데 못 하게 될까 봐 걱정이야. 저번에도 나만 떨어졌거든.,3
3841,회사 사람들이 다들 나를 피하는 것 같아 우울해.,5
3842,노후 준비를 잘해놓은 데다가 몸도 건강해져서 노후가 여유로워.,0
3843,밑에껀 꼴리는데,6
3844,아빠가 옛날에 나 때문에 들었던 돈을 다시 되돌려 받으려고 해서 화가나.,2
3845,당뇨 진단을 받은 후 피부에 검은 점이 거뭇거뭇하게 자꾸 생기는 것을 보면 속상해.,1
3846,그 홍어가 하는말 ...나라에서 밀어주니까 큰거지 나라에서 밀어주지않았으면 제대로 못컷다고 하더라 ㅋ,6
3847,뭘 끼워맞쳐 ㅉ   티모테오   내가 처죽여냐 ?? 지가 처맞아죽었고 그게 기록상 팩트쟌아 그런데 뭘끼어맞쳐다는건지  시비걸지마라http://maria.catholic.or.kr/sa_ho/list/list.asp?menugubun=saint&today=&today_tmp=&ctxtCommand=&ctxtLogOn=&ctxtSexcode=&ctxtChukday=&ctxtGaladay=&Orggubun=101&ctxtHigh=&ctxtLow=&ctxtChecked=Checked&oldrow=&curpage=1&ctxtOrder=name1%2Cgaladaym%2Cgaladayd&ctxtOrderType=&ctxtSaintId=&ctxtSCode=&ctxtSearchNm=%EB%94%94%EB%AA%A8%ED%85%8C%EC%98%A4&ctxtChukmm=&ctxtChukdd=&ctxtPosition=&ctxtCity=&PSIZE=20,6
3848,이번에 열심히 공부했더니 저번보다 삼십 점이나 올랐어!,0
3849,내게 어떤 어려움이 와도 이웃들이 곁에 있어서 괜찮아.,0
3850,서류합격을 해서 이 회사를 들어갈 수 있을 거라 생각했는데 면접에서 불합격했어.,1
3851,이제와서 운동을 시작해봤자 효과가 없을거 같아.,3
3852,오늘 회의에서 앞으로 생산라인을 사람이 아닌 기계로 대체한다고 해서 걱정이야.,4
3853,친한 친구한테 상처가 되게 말해놓고 사과하지 못했어.,5
3854,나이가 점점 들고 늙을수록 건강을 생각 안 할 수가 없어. 요즘 온통 건강 생각뿐이야.,3
3855,엄마가 연세가 드시니 이제 점점 편찮으신 곳이 많아져서 걱정이야.,4
3856,이게 맞지 시발 무슨 광고영상편집자도 아니고 유튜브 영상 편집인데 얼마나 개 씹 고급 영상 만든다고?... 돈 많이 벌면 시급 많이 줘야한다는 개 좆 논리는 어디서 튀어나왔지; 못배워먹은새끼,6
3857,연인이 내가 실이 쪄서 정떨어진다는 말을 들었어. 너무나도 슬퍼.,1
3858,오늘 외식했는데 아내가 너무 비싼 곳이라고 핀잔을 주지 뭐야. 앞으로 외식 하나 봐.,2
3859,엄마 아빠와 나의 의견이 달라서 혼란스러워.,3
3860,친구들에게 따돌림당하는데 사람들이 나를 어떻게 볼지 걱정이야.,3
3861,회사 워크숍 장기자랑에서 잘하고 싶어.,5
3862,오늘 엄마 생신이라 옷을 선물했는데 너무 마음에 들어 하셔서 나도 기뻐.,0
3863,와 시발 고소영보고 슨상합성인줄 알았다,6
3864,내 가장 친한 친구가 학교 폭력 가해자였어. 너무 실망스러워.,1
3865,집사람이 너무 많은 것을 부탁해서 힘들어.,3
3866,시험기간이라 야간 자율학습을 해야 하는데 너무 하기 싫어.,2
3867,몸이 안 좋은데 병원에서 가끔 이런 부분을 이용하는 사람들이 있는 것 같아.,2
3868,와이프가 회사에서 잘렸는데 구직활동을 안 하고 놀기만 하네.,5
3869,ㅈㄹ ㄴㄴ,6
3870,따악 화산이었으면 천베인데하필 따알이네,6
3871,드디어 학교 폭력을 이겨내고 나는 학교에서 영웅 취급을 받고 있어서 정말 기뻐.,0
3872,오늘 반에서 다같이 이야기하고 있었는데 상위권 친구들만 따로 매점을 갔어.,5
3873,게임을 하고 있는데 여자친구가 옆에서 자꾸 훈수를 둬서 귀찮고 짜증나.,2
3874,나는 왜 친구가 없는 걸까? 너무 외롭다.,5
3875,검진을 받았는데 종양이 발견돼서 악성일까 봐 너무 걱정이야.,5
3876,조선놈이 미국시민권 재미교포한테 개기는거 보소. 너 영어 첨부터 다시 공부해야겠다. 그지같은 또라이야. 어디서 영어도 제대로 못읽으면서 선동질이야. ㅁㅈㅎ.,6
3877,"시발 이제 만물 김무성이냐, 좌파 새끼들 만물 이명박과 똑같노",6
3878,선생님께서 대학 말고 다른 길을 알아보라고 하셔서 좌절했어.,2
3879,우리 마누라때문에 상처를 받았어.,4
3880,좆같은 김치년들한테 선택받는게 메리트 있냐. 선택해도 거부다,6
3881,아무생각 없이 아이방에 들어갔는데 아들이 노크도 없이 들어왔다며 불같이 화를내서 당황스럽네.,5
3882,주위 사람들이 죽고나서 혼자 남아서 외로움에 시달리고 있어.,5
3883,"여성폭력”이란 성별에 기반한 폭력으로 신체적·정신적 안녕과 안전할 수 있는 권리 등을 침해하는 행위로서 관계 법률에서 정하는 바에 따른 가정폭력, 성폭력, 성매매, 성희롱, 지속적 괴롭힘 행위와 그 밖에 친밀한 관계에 의한 폭력, 정보통신망을 이용한 폭력 등을 말한다.조문을 왜 니 좇대로 해석함?",6
3884,그냥 한석원쌤 같은 리버스 투블럭 틀딱들만 보다가 얼굴 좀 예쁜 여자쌤이 가르치니 한남들 발정나서 보는거임,6
3885,같이 입사한 동기들이 매일 같이 술 마시자해서 힘들어.,4
3886,아빠는 나에 대해 잘 알지도 못 하면서 함부로 말해서 화가 나.,2
3887,난 당구에 관심도 없는데 남자 친구가 자꾸 같이 하자고 해서 짜증나.,2
3888,낮에 회사를 가고 저녁엔 아기를 돌보니 피곤해서 그런가 정신이 멍해.,1
3889,일을 못한다고 매일 한마디 하는 직장 상사 때문에 너무 스트레스를 받아.,2
3890,엄마가 손목 관절이 안 좋아 병원에서 수술 받으셔야 한다고 하네,1
3891,진짜 친하게 지냈던 친구들이었는데 어제 갑자기 모르는 척해서 당혹스러웠어.,3
3892,내가 늦은 시간에 교통사고가 났는데 목격자가 있어서 억울한 일이 생기지 않았어.,0
3893,반 친구들이 싸우는걸 말리다가 나도 한 대 맞았지 뭐야.,4
3894,공부는 내가 하고 싶은 일의 밑거름이라고 생각해.,0
3895,친구들에게 따돌림을 당해서 혼자 학교 쪽방에서 울면서 빵을 먹는 나 자신이 너무 비참해.,2
3896,건강문제로 혼란스러워.,5
3897,엄마한테 학원 간다고 거짓말 치고 놀러 갔는데 들킬 것 같은데 어쩌지?,3
3898,예전에 어머니 건물 1층에서 백반집하던 전라도 아지매 생각난다ㅎ건물 주차장에 냉장고랑 식자재들 다 꺼내서 쓰고 어렵다고 해서 어머니가 사정 계속 봐줬는데 월세 2년치 밀리고 나갈때 원상복구도 안하고 쓰래기 가게 안에 다버리고 지랄남보증금에서 월세 1년치 까고 준다니까 소송건다고 개소리 지르면서 씹지랄함그래서 좆까고 밀린월세 다까고 원래 안받으려고 했던 원복비용도 다까버림.,6
3899,병신 조선처럼 인터넷 검열/통제 안하는점도 있음,6
3900,요즘 몸이 너무 안 좋아. 건강에 문제가 생긴 것 같아.,4
3901,홍어 쉑 만날 ㅈㅈㅂ만 처올리노,6
3902,그놈들은 좆불쉬위하러감ㅋㅋ,6
3903,친구들 만날 때마다 너무 미안해.,4
3904,좋은 주치의를 만나는 것도 큰 복인 거 같아.,0
3905,만성 호흡기 질환 치료에 드는 비용을 연금 보험으로 해결하고 있어.,2
3906,내가 사업을 실패해서 고등학생 아들이 아르바이트를 시작했는데 참 미안하고 마음 아프네.,5
3907,진지하게 현역 서성한 밑이면 걍 포기해 허송세월가능성 높음 나이먹으면 대가리굳어서 더힘들다,6
3908,친구가 나보다 수행평가 점수가 높다는 게 말이 안 돼. 열등감이 느껴져.,5
3909,오늘 집에 오는 길에 대학생 딸이 처음 보는 청년이랑 우리 집 앞에서 키스하는 걸 봤어.,2
3910,나를 때린 친구가 미안하다고 했지만 표정은 그게 아니라서 무서워.,3
3911,당뇨병 때문에 건강히 먹으려 하는데도 몸이 좀처럼 나아지지 않는 것 같아.,1
3912,결국엔 난 아무 곳에서도 받아주지 않았어. 난 정말 안 되나 봐 우울해.,1
3913,내가 외박을 하고 오는 날엔 나 없이 가족들이 항상 외식을 해서 속상해.,4
3914,친구가 아팠는데 건강을 회복해서 너무 기뻐.,0
3915,지금 시발 나라 굴러가는 방향이 저쪽인데 어쩌겠냐? ㅋㅋㅋ복지에 돈 퍼줄테니 알아서 타먹으라고 돈을 드리붓는데뭐 타먹어야지 ㅋㅋㅋ내가 안먹으면 남이 먹을건데 어차피 ㅋㅋㅋ,6
3916,올해 안에 꼭 자살해라 존못새끼야 ㅋㅋ,6
3917,저런애들이 아다랑 스시녀 찾았던 거냐?,6
3918,내가 함부로 대한 후배가 사실 사장님 아들이래. 너무 혼란스러워.,3
3919,나의 투자담당자가 재산 관리를 지금처럼 앞으로도 잘할 거라고 믿고 있어.,0
3920,븅신 보빨련 ㅁㅈㅎ나 쳐먹어라 이기,6
3921,교내 따돌림을 신고했는데 경찰 아저씨가 꼭 가해자들이 처벌받게 하겠다고 해서 안심이야.,0
3922,말이 없는 아내가 갑자기 거실에서 소리를 질러서 깜짝 놀라면서도 걱정이 되어 나와 봤어.,3
3923,요즘에 앉아있기만 해도 오줌이 자주마려워.,3
3924,일을 빨리 끝내고 쉬는데 부장님이 내가 아무것도 안 하고 쉬는 줄 알고 꾸짖었어. 너무 억울해.,4
3925,재미도없고 에휴 ..,6
3926,여자 친구가 고백을 받지 않을까 불안했는데 받아줘서 너무 기뻐.,0
3927,내가 진짜 싫어하는 선배가 승진 못하게 하려고 일부러 프로젝트에서 실수했어.,2
3928,차를 새로 산지 얼마 안됐는데 자꾸 후배가 차 조수석에 앉아서 담배를 펴.,2
3929,아이가 아빠와는 이야기를 별로 안 해. 난 아이와 대화하고 싶은데.,2
3930,선생님은 내가 너무 소극적이라서 친구들을 못 사귀고 따돌림을 당한다고 생각하시는데 너무 억울해.,4
3931,그래서? 잘생겼으니 인기끈거고 정치병 유투버도 아니고 지 능력으로 뜬건데 질투라도 해주길 바라냐?ㅋㅋㅋ,6
3932,건강해야 한다고 해서 요즘 수영이다 필라테스다 하는데 건강해지고 있는지 잘 모르겠어.,3
3933,수험생인 아들과 기분 전환 겸 집 앞 산을 등산하다가 아들이 발목을 접질려서 너무 마음 아파.,5
3934,수술해도 완치가 보장되는 것이 아닌데 수술을 받아야 할지 고민돼.,3
3935,어려워도 보험료는 꼬박꼬박 납부했는데 내 병은 보험혜택이 안 된다고 해.,2
3936,정신적 스트레스가 많아서 죽음에 대해 많이 생각하게 돼.,3
3937,학부모 면담 때문에 부모님이 오셨는데 선생님한테 어떤 말을 듣게 될지 두려워.,3
3938,별로 저게 딸딸이 영상만큼 치욕스러운것도 아닐뿐더러 난 그런거 퍼진다고 해도 아무렇지않을 자신있음 ,6
3939,내가 치매 초기 진단을 받았더니 남편이 나를 요양원으로 보내겠다지 뭐야.,4
3940,혈압약을 꾸준히 복용했는데도 전혀 나아지지가 않아서 실망스러워.,1
3941,동료가 요새 투잡을 하고 다니나봐.,4
3942, 후자는 좆같아서 자퇴. 공부 존나 빡세게 해서 재수능 네임드대 입학하는거,6
3943,엄마의 강요로 하루에 세 시간만 자고 공부하는 게 힘들어. 공부 때문에 요즘 너무 슬퍼.,1
3944,직장에서 내 기관지염을 알고 공기청정기를 구비해주셔서 너무 기뻐.,0
3945,아내가 임신했는데도 계속 술 담배를 해.,3
3946,엄마와 아빠가 사는 이유는 나 때문이라고 해서 속상해.,4
3947,준비한 대로 면접을 잘 봐서 합격할 것 같아.,0
3948,나는 세상 헛 살았나봐,3
3949,최근에 어떤 기사를 읽었는데 심란해졌어.,1
3950,남편에게 죄책감이 들어.,5
3951,그동안 몸이 안좋아서 밖에 나가지 못했어.,0
3952,건강검진 결과 나올 때마다 기분 나쁜 일이 떠올라.,2
3953,날 따돌리던 친구들이 어느새 모두 전학을 갔는데 당혹스러워.,3
3954,정말 기분이 좋아.,0
3955,내가 무능하게 맞고 있던 모습을 좋아하는 애가 봐서 내 자신이 너무 하찮게 느껴졌어.,5
3956,만 육십세가 넘었는데 건강이 나빠지려해. 그렇게 열심히 했는데 배신당한 기분이야.,4
3957,나이가 들어갈수록 모든 일이 나의 체력을 약하게 만들어서 너무 불안해.,3
3958,ㅋㅋㅋㅋ아니 적당히 뇌피셜이어야지 상식까지 뇌피셜 해버리면 어떡해,6
3959,직장에서 언제든지 날 해고 시킬 수 있을 것 같아서 불안해.,3
3960,여자친구가 회사를 떠나서 슬프고 당황스러워.,4
3961,애인이랑 싸웠는데 그가 보내준 편지를 다시 읽었어. 그 자리에서 엉엉 울었어.,1
3962,남편의 암 수술이 끝나고 의사에 조언에 따라 농촌 생활을 하는 중이야.,3
3963,틀딱이네 --- 먹을 나이 됐다,6
3964,어제 그에게 내 어려운 형편을 솔직하게 말했어. 그가 어떻게 반응할지 걱정돼.,4
3965,아이가 아파서 급히 병원에 가야겠다고 아내에게 전화가 왔는데 별 일도 아닌 걸로 전화를 했다고 그만 화를 냈지 뭔가.,5
3966,건강이 점점 안 좋아져서 큰 병이 될까 봐 괴로워.,4
3967,한약재 가게를 하는 큰형이 가져온다는 한약이 기력 회복에 좋다고 해서 매우 기대가 돼.,0
3968,우리 어머니가 나한테는 잘 안 해주면서 내 아내에게만 잘해주는 걸 보면 질투가 나.,4
3969,내가 동성애자라고 어머니가 다신 집에 들어오지 말래.,1
3970,엄마가 내 노력은 생각하지 않고 성적이 기대에 못 미쳐서 실망이라고 해.,2
3971,반 애들이 요즘 계속 싸우는데 어떻게 해결해야 할지 모르겠어서 속상해.,1
